gene,r,p_adj
aten_0.1.m1.4820.m1,-12,0.175805049
aten_0.1.m1.4820.m1,-12,0.175805049
aten_0.1.m1.12651.m1,0,1
aten_0.1.m1.12651.m1,0,1
aten_0.1.m1.32581.m1,0,1
aten_0.1.m1.9970.m1,5,0.358799898
aten_0.1.m1.9970.m1,5,0.358799898
aten_0.1.m1.24269.m1,0,1
aten_0.1.m1.11888.m1,0,1
aten_0.1.m1.8256.m1,14,0.31281839
aten_0.1.m1.8256.m1,14,0.31281839
aten_0.1.m1.8256.m1,7,1
aten_0.1.m1.8256.m1,7,1
aten_0.1.m1.11790.m1,1,1
aten_0.1.m1.11790.m1,0,1
aten_0.1.m1.3793.m1,21,0.014476039
aten_0.1.m1.19995.m1,-7,0.851604021
aten_0.1.m1.19995.m1,-7,0.851604021
aten_0.1.m1.3919.m1,0,1
aten_0.1.m1.27886.m1,0,1
aten_0.1.m1.16852.m1,6,0.225787622
aten_0.1.m1.599.m1,-5,1
aten_0.1.m1.599.m1,5,1
aten_0.1.m1.20852.m1,0,1
aten_0.1.m1.6487.m1,-7,0.992876843
aten_0.1.m1.9258.m1,-6,0.225787622
aten_0.1.m1.7347.m1,-3,0.823946746
aten_0.1.m1.3711.m1,-7,0.779650108
aten_0.1.m1.19735.m1,0,1
aten_0.1.m1.32203.m1,0,1
aten_0.1.m1.32203.m1,13,0.458998164
aten_0.1.m1.8022.m1,0,1
aten_0.1.m1.1331.m1,9,0.566425697
aten_0.1.m1.30468.m1,0,1
aten_0.1.m1.24863.m1,0,1
aten_0.1.m1.22941.m1,0,1
aten_0.1.m1.5941.m1,1,1
aten_0.1.m1.347.m1,0,1
aten_0.1.m1.347.m1,0,1
aten_0.1.m1.6841.m1,4,1
aten_0.1.m1.6841.m1,-10,0.758267114
aten_0.1.m1.29247.m1,0,1
aten_0.1.m1.31533.m1,15,0.274275637
aten_0.1.m1.25008.m1,2,1
aten_0.1.m1.25008.m1,2,1
aten_0.1.m1.25008.m1,-7,0.439138548
aten_0.1.m1.25008.m1,-7,0.439138548
aten_0.1.m1.18813.m1,-4,1
aten_0.1.m1.18813.m1,-4,1
aten_0.1.m1.10735.m1,0,1
aten_0.1.m1.25789.m1,0,1
aten_0.1.m1.9925.m1,-10,0.714891027
aten_0.1.m1.1185.m1,0,1
aten_0.1.m1.5511.m1,0,1
aten_0.1.m1.12475.m1,0,1
aten_0.1.m1.12475.m1,0,1
aten_0.1.m1.273.m1,0,1
aten_0.1.m1.33357.m1,4,1
aten_0.1.m1.33357.m1,4,1
aten_0.1.m1.8697.m1,-7,0.992876843
aten_0.1.m1.31004.m1,0,1
aten_0.1.m1.20326.m1,-6,0.83694844
aten_0.1.m1.14526.m1,-1,1
aten_0.1.m1.14526.m1,5,1
aten_0.1.m1.8637.m1,2,1
aten_0.1.m1.8637.m1,2,1
aten_0.1.m1.28826.m1,-7,1
aten_0.1.m1.28826.m1,-7,1
aten_0.1.m1.32443.m1,-12,0.522218675
aten_0.1.m1.32443.m1,-12,0.522218675
aten_0.1.m1.15971.m1,-6,0.83694844
aten_0.1.m1.24057.m1,0,1
aten_0.1.m1.5514.m1,-3,1
aten_0.1.m1.6223.m1,0,1
aten_0.1.m1.29779.m1,0,1
aten_0.1.m1.29779.m1,0,1
aten_0.1.m1.18985.m1,0,1
aten_0.1.m1.3505.m1,13,0.317102795
aten_0.1.m1.12042.m1,10,0.239680874
aten_0.1.m1.14435.m1,0,1
aten_0.1.m1.14435.m1,0,1
aten_0.1.m1.9784.m1,0,1
aten_0.1.m1.15354.m1,8,0.679571511
aten_0.1.m1.807.m1,-2,1
aten_0.1.m1.7874.m1,11,0.478947113
aten_0.1.m1.7874.m1,11,0.478947113
aten_0.1.m1.30404.m1,2,1
aten_0.1.m1.10115.m1,-7,1
aten_0.1.m1.10115.m1,-7,1
aten_0.1.m1.16021.m1,6,1
aten_0.1.m1.26308.m1,0,1
aten_0.1.m1.26308.m1,0,1
aten_0.1.m1.30448.m1,7,0.679571511
aten_0.1.m1.15538.m1,-7,1
aten_0.1.m1.27026.m1,14,0.0043086
aten_0.1.m1.27026.m1,14,0.0043086
aten_0.1.m1.31737.m1,1,1
aten_0.1.m1.2244.m1,0,1
aten_0.1.m1.858.m1,11,0.260297624
aten_0.1.m1.858.m1,11,0.260297624
aten_0.1.m1.15709.m1,0,1
aten_0.1.m1.15709.m1,0,1
aten_0.1.m1.3025.m1,0,1
aten_0.1.m1.175.m1,0,1
aten_0.1.m1.175.m1,0,1
aten_0.1.m1.9943.m1,0,1
aten_0.1.m1.9943.m1,0,1
aten_0.1.m1.20545.m1,0,1
aten_0.1.m1.28446.m1,-38,4.59856082099987e-05
aten_0.1.m1.28806.m1,0,1
aten_0.1.m1.28459.m1,0,1
aten_0.1.m1.1010.m1,0,1
aten_0.1.m1.15880.m1,0,1
aten_0.1.m1.15880.m1,0,1
aten_0.1.m1.7590.m1,-12,0.119871224
aten_0.1.m1.11565.m1,0,1
aten_0.1.m1.32991.m1,0,1
aten_0.1.m1.32991.m1,0,1
aten_0.1.m1.10121.m1,-10,0.59504063
aten_0.1.m1.23015.m1,-4,1
aten_0.1.m1.2036.m1,-5,1
aten_0.1.m1.13999.m1,-4,1
aten_0.1.m1.19544.m1,3,1
aten_0.1.m1.12500.m1,0,1
aten_0.1.m1.28587.m1,9,0.507749831
aten_0.1.m1.28587.m1,9,0.507749831
aten_0.1.m1.28587.m1,0,1
aten_0.1.m1.28587.m1,0,1
aten_0.1.m1.12803.m1,25,0.014915094
aten_0.1.m1.12803.m1,25,0.014915094
aten_0.1.m1.12803.m1,-22,0.046465044
aten_0.1.m1.12803.m1,-22,0.046465044
aten_0.1.m1.28083.m1,-1,1
aten_0.1.m1.29004.m1,0,1
aten_0.1.m1.29004.m1,0,1
aten_0.1.m1.16392.m1,6,1
aten_0.1.m1.8970.m1,0,1
aten_0.1.m1.12420.m1,0,1
aten_0.1.m1.12420.m1,0,1
aten_0.1.m1.24348.m1,0,1
aten_0.1.m1.24348.m1,0,1
aten_0.1.m1.3230.m1,-13,0.082841021
aten_0.1.m1.21127.m1,4,1
aten_0.1.m1.5492.m1,22,0.0043086
aten_0.1.m1.5492.m1,22,0.0043086
aten_0.1.m1.5414.m1,8,0.823946746
aten_0.1.m1.5084.m1,5,1
aten_0.1.m1.912.m1,0,1
aten_0.1.m1.6352.m1,-11,0.478947113
aten_0.1.m1.6352.m1,-2,1
aten_0.1.m1.30348.m1,-17,0.000649686
aten_0.1.m1.30348.m1,-17,0.000649686
aten_0.1.m1.30348.m1,-17,0.000649686
aten_0.1.m1.13322.m1,-11,0.51443514
aten_0.1.m1.13322.m1,11,0.260297624
aten_0.1.m1.24090.m1,7,1
aten_0.1.m1.14776.m1,0,1
aten_0.1.m1.14776.m1,0,1
aten_0.1.m1.20373.m1,4,1
aten_0.1.m1.20373.m1,4,1
aten_0.1.m1.8813.m1,0,1
aten_0.1.m1.8170.m1,1,1
aten_0.1.m1.8170.m1,1,1
aten_0.1.m1.29414.m1,1,1
aten_0.1.m1.29414.m1,1,1
aten_0.1.m1.23989.m1,0,1
aten_0.1.m1.23989.m1,0,1
aten_0.1.m1.27628.m1,-4,1
aten_0.1.m1.17775.m1,0,1
aten_0.1.m1.17775.m1,-8,0.082841021
aten_0.1.m1.14785.m1,-4,1
aten_0.1.m1.6682.m1,7,0.992876843
aten_0.1.m1.6682.m1,7,0.992876843
aten_0.1.m1.15203.m1,4,1
aten_0.1.m1.15203.m1,4,1
aten_0.1.m1.21327.m1,-6,0.745503719
aten_0.1.m1.18849.m1,-8,0.679571511
aten_0.1.m1.18849.m1,-7,0.679571511
aten_0.1.m1.18849.m1,-8,0.679571511
aten_0.1.m1.30686.m1,-14,0.057976449
aten_0.1.m1.30686.m1,-14,0.057976449
aten_0.1.m1.7926.m1,0,1
aten_0.1.m1.31876.m1,3,1
aten_0.1.m1.14389.m1,7,1
aten_0.1.m1.14389.m1,-8,0.974972282
aten_0.1.m1.6189.m1,3,1
aten_0.1.m1.6195.m1,3,1
aten_0.1.m1.6189.m1,3,1
aten_0.1.m1.2102.m1,0,1
aten_0.1.m1.2102.m1,0,1
aten_0.1.m1.3056.m1,0,1
aten_0.1.m1.17719.m1,11,0.260297624
aten_0.1.m1.17719.m1,11,0.260297624
aten_0.1.m1.22652.m1,-8,0.982867425
aten_0.1.m1.4521.m1,0,1
aten_0.1.m1.4521.m1,0,1
aten_0.1.m1.4521.m1,10,0.239680874
aten_0.1.m1.4521.m1,10,0.239680874
aten_0.1.m1.6747.m1,-7,1
aten_0.1.m1.12719.m1,4,1
aten_0.1.m1.10185.m1,0,1
aten_0.1.m1.10185.m1,0,1
aten_0.1.m1.3785.m1,0,1
aten_0.1.m1.26175.m1,15,0.287999804
aten_0.1.m1.26175.m1,15,0.287999804
aten_0.1.m1.26175.m1,-6,1
aten_0.1.m1.26175.m1,-6,1
aten_0.1.m1.11585.m1,13,0.104718901
aten_0.1.m1.16145.m1,0,1
aten_0.1.m1.16145.m1,0,1
aten_0.1.m1.32151.m1,-11,0.319154092
aten_0.1.m1.4291.m1,0,1
aten_0.1.m1.11583.m1,0,1
aten_0.1.m1.11583.m1,0,1
aten_0.1.m1.14043.m1,0,1
aten_0.1.m1.2310.m1,0,1
aten_0.1.m1.5897.m1,0,1
aten_0.1.m1.5897.m1,0,1
aten_0.1.m1.21761.m1,0,1
aten_0.1.m1.11730.m1,18,0.116562482
aten_0.1.m1.11730.m1,18,0.116562482
aten_0.1.m1.19407.m1,0,1
aten_0.1.m1.7828.m1,-1,1
aten_0.1.m1.7828.m1,-1,1
aten_0.1.m1.7828.m1,-26,0.000649686
aten_0.1.m1.7828.m1,-26,0.000649686
aten_0.1.m1.513.m1,6,0.958489725
aten_0.1.m1.4352.m1,-5,1
aten_0.1.m1.8221.m1,0,1
aten_0.1.m1.16178.m1,-9,0.686079772
aten_0.1.m1.8151.m1,-13,0.458998164
aten_0.1.m1.8151.m1,-7,1
aten_0.1.m1.19621.m1,10,0.59504063
aten_0.1.m1.19621.m1,10,0.59504063
aten_0.1.m1.21872.m1,0,1
aten_0.1.m1.5321.m1,3,1
aten_0.1.m1.5321.m1,3,1
aten_0.1.m1.8957.m1,0,1
aten_0.1.m1.8957.m1,0,1
aten_0.1.m1.2136.m1,-7,0.779650108
aten_0.1.m1.21036.m1,7,1
aten_0.1.m1.21036.m1,6,0.225787622
aten_0.1.m1.1816.m1,0,1
aten_0.1.m1.1816.m1,0,1
aten_0.1.m1.16793.m1,0,1
aten_0.1.m1.16793.m1,0,1
aten_0.1.m1.3450.m1,0,1
aten_0.1.m1.3450.m1,0,1
aten_0.1.m1.19503.m1,0,1
aten_0.1.m1.4437.m1,0,1
aten_0.1.m1.4437.m1,0,1
aten_0.1.m1.13880.m1,-2,1
aten_0.1.m1.13880.m1,-2,1
aten_0.1.m1.3003.m1,-5,0.993433057
aten_0.1.m1.16742.m1,5,1
aten_0.1.m1.4698.m1,0,1
aten_0.1.m1.30436.m1,-7,1
aten_0.1.m1.7200.m1,-22,0.042705027
aten_0.1.m1.5571.m1,0,1
aten_0.1.m1.19422.m1,18,0.153100412
aten_0.1.m1.19422.m1,18,0.153100412
aten_0.1.m1.17086.m1,8,0.982867425
aten_0.1.m1.17086.m1,8,0.982867425
aten_0.1.m1.17555.m1,0,1
aten_0.1.m1.7159.m1,9,0.831861091
aten_0.1.m1.6559.m1,-10,0.758267114
aten_0.1.m1.6558.m1,-10,0.758267114
aten_0.1.m1.26969.m1,-5,1
aten_0.1.m1.26969.m1,-5,1
aten_0.1.m1.26976.m1,3,1
aten_0.1.m1.11970.m1,0,1
aten_0.1.m1.11970.m1,0,1
aten_0.1.m1.14075.m1,0,1
aten_0.1.m1.18617.m1,-12,0.119871224
aten_0.1.m1.4946.m1,0,1
aten_0.1.m1.14034.m1,-1,1
aten_0.1.m1.14034.m1,-1,1
aten_0.1.m1.14034.m1,-19,0.041567311
aten_0.1.m1.14034.m1,-19,0.041567311
aten_0.1.m1.1417.m1,0,1
aten_0.1.m1.1417.m1,6,0.982867425
aten_0.1.m1.22870.m1,0,1
aten_0.1.m1.22870.m1,0,1
aten_0.1.m1.11731.m1,0,1
aten_0.1.m1.17547.m1,4,1
aten_0.1.m1.1226.m1,0,1
aten_0.1.m1.1362.m1,0,1
aten_0.1.m1.24677.m1,2,1
aten_0.1.m1.2495.m1,0,1
aten_0.1.m1.2495.m1,0,1
aten_0.1.m1.31322.m1,7,0.140360402
aten_0.1.m1.19994.m1,6,1
aten_0.1.m1.6331.m1,1,1
aten_0.1.m1.6331.m1,1,1
aten_0.1.m1.1425.m1,13,0.104718901
aten_0.1.m1.16903.m1,0,1
aten_0.1.m1.11485.m1,8,0.811388949
aten_0.1.m1.11485.m1,8,0.811388949
aten_0.1.m1.25775.m1,-1,1
aten_0.1.m1.27462.m1,0,1
aten_0.1.m1.8063.m1,9,0.758267114
aten_0.1.m1.10934.m1,-4,1
aten_0.1.m1.3573.m1,0,1
aten_0.1.m1.3573.m1,0,1
aten_0.1.m1.23664.m1,0,1
aten_0.1.m1.25185.m1,-8,0.831973842
aten_0.1.m1.25185.m1,-8,0.831973842
aten_0.1.m1.192.m1,-1,1
aten_0.1.m1.21976.m1,12,0.507749831
aten_0.1.m1.21976.m1,12,0.507749831
aten_0.1.m1.14339.m1,10,0.758267114
aten_0.1.m1.5428.m1,0,1
aten_0.1.m1.5428.m1,0,1
aten_0.1.m1.5789.m1,0,1
aten_0.1.m1.5789.m1,0,1
aten_0.1.m1.24767.m1,-1,1
aten_0.1.m1.19407.m1,0,1
aten_0.1.m1.29972.m1,0,1
aten_0.1.m1.24673.m1,0,1
aten_0.1.m1.24673.m1,0,1
aten_0.1.m1.7250.m1,3,1
aten_0.1.m1.7399.m1,1,1
aten_0.1.m1.4001.m1,-4,1
aten_0.1.m1.24653.m1,-4,1
aten_0.1.m1.8194.m1,0,1
aten_0.1.m1.8194.m1,-12,0.365974035
aten_0.1.m1.25581.m1,9,0.108805884
aten_0.1.m1.8778.m1,0,1
aten_0.1.m1.8778.m1,0,1
aten_0.1.m1.2749.m1,0,1
aten_0.1.m1.12643.m1,0,1
aten_0.1.m1.9279.m1,0,1
aten_0.1.m1.11078.m1,0,1
aten_0.1.m1.16889.m1,-1,1
aten_0.1.m1.16889.m1,-1,1
aten_0.1.m1.22328.m1,0,1
aten_0.1.m1.22328.m1,0,1
aten_0.1.m1.1670.m1,2,1
aten_0.1.m1.4703.m1,9,0.823946746
aten_0.1.m1.4688.m1,-1,1
aten_0.1.m1.15063.m1,0,1
aten_0.1.m1.9203.m1,-8,0.484738186
aten_0.1.m1.9203.m1,-8,0.484738186
aten_0.1.m1.9307.m1,11,0.631590725
aten_0.1.m1.10263.m1,0,1
aten_0.1.m1.33246.m1,-10,0.758267114
aten_0.1.m1.14293.m1,0,1
aten_0.1.m1.12191.m1,5,1
aten_0.1.m1.12191.m1,-7,1
aten_0.1.m1.23826.m1,1,1
aten_0.1.m1.5028.m1,15,0.030051604
aten_0.1.m1.5028.m1,15,0.030051604
aten_0.1.m1.13925.m1,0,1
aten_0.1.m1.13908.m1,-20,0.082841021
aten_0.1.m1.21307.m1,-1,1
aten_0.1.m1.21307.m1,0,1
aten_0.1.m1.1099.m1,-4,1
aten_0.1.m1.1099.m1,-4,1
aten_0.1.m1.8508.m1,4,1
aten_0.1.m1.5810.m1,-19,0.110485465
aten_0.1.m1.29897.m1,0,1
aten_0.1.m1.26580.m1,0,1
aten_0.1.m1.26580.m1,0,1
aten_0.1.m1.26580.m1,0,1
aten_0.1.m1.26580.m1,0,1
aten_0.1.m1.17247.m1,0,1
aten_0.1.m1.17247.m1,0,1
aten_0.1.m1.17377.m1,-11,0.022231772
aten_0.1.m1.32158.m1,0,1
aten_0.1.m1.5346.m1,28,0.005983286
aten_0.1.m1.4838.m1,18,0.041567311
aten_0.1.m1.4838.m1,18,0.041567311
aten_0.1.m1.3175.m1,-17,0.082841021
aten_0.1.m1.3175.m1,-17,0.082841021
aten_0.1.m1.18762.m1,0,1
aten_0.1.m1.18762.m1,0,1
aten_0.1.m1.1663.m1,9,0.823946746
aten_0.1.m1.10932.m1,-2,1
aten_0.1.m1.10932.m1,-2,1
aten_0.1.m1.14020.m1,-7,0.679571511
aten_0.1.m1.14020.m1,-7,0.679571511
aten_0.1.m1.28579.m1,-9,0.566425697
aten_0.1.m1.28579.m1,-9,0.566425697
aten_0.1.m1.24178.m1,-13,0.417770413
aten_0.1.m1.30766.m1,-5,1
aten_0.1.m1.16089.m1,-2,1
aten_0.1.m1.22265.m1,0,1
aten_0.1.m1.22288.m1,-7,0.992876843
aten_0.1.m1.16937.m1,32,0.000778584
aten_0.1.m1.1095.m1,-4,1
aten_0.1.m1.20801.m1,-9,0.507749831
aten_0.1.m1.3097.m1,0,1
aten_0.1.m1.32083.m1,0,1
aten_0.1.m1.32083.m1,0,1
aten_0.1.m1.12047.m1,4,1
aten_0.1.m1.12047.m1,4,1
aten_0.1.m1.8340.m1,16,0.119403093
aten_0.1.m1.24974.m1,0,1
aten_0.1.m1.3948.m1,9,0.831973842
aten_0.1.m1.12602.m1,0,1
aten_0.1.m1.12602.m1,0,1
aten_0.1.m1.12602.m1,7,1
aten_0.1.m1.12602.m1,7,1
aten_0.1.m1.28394.m1,0,1
aten_0.1.m1.28394.m1,0,1
aten_0.1.m1.16555.m1,7,1
aten_0.1.m1.7930.m1,-6,0.225787622
aten_0.1.m1.7930.m1,-6,0.225787622
aten_0.1.m1.22897.m1,14,0.030051604
aten_0.1.m1.22897.m1,14,0.030051604
aten_0.1.m1.2189.m1,0,1
aten_0.1.m1.2189.m1,7,1
aten_0.1.m1.7797.m1,-17,0.189613729
aten_0.1.m1.9692.m1,17,0.170510191
aten_0.1.m1.9692.m1,17,0.170510191
aten_0.1.m1.23835.m1,3,1
aten_0.1.m1.23835.m1,10,0.758267114
aten_0.1.m1.17696.m1,3,1
aten_0.1.m1.17696.m1,3,1
aten_0.1.m1.321.m1,-1,1
aten_0.1.m1.24108.m1,0,1
aten_0.1.m1.24108.m1,0,1
aten_0.1.m1.9186.m1,0,1
aten_0.1.m1.33103.m1,1,1
aten_0.1.m1.33103.m1,1,1
aten_0.1.m1.9709.m1,0,1
aten_0.1.m1.9709.m1,0,1
aten_0.1.m1.17398.m1,8,0.945635594
aten_0.1.m1.17398.m1,8,0.945635594
aten_0.1.m1.23386.m1,0,1
aten_0.1.m1.23386.m1,15,0.225787622
aten_0.1.m1.11970.m1,10,0.745503719
aten_0.1.m1.11970.m1,10,0.745503719
aten_0.1.m1.24664.m1,0,1
aten_0.1.m1.24664.m1,0,1
aten_0.1.m1.10025.m1,0,1
aten_0.1.m1.2528.m1,-16,0.235563322
aten_0.1.m1.2528.m1,-16,0.235563322
aten_0.1.m1.2528.m1,14,0.214788226
aten_0.1.m1.2528.m1,14,0.214788226
aten_0.1.m1.8018.m1,-3,1
aten_0.1.m1.12107.m1,-4,1
aten_0.1.m1.3589.m1,2,1
aten_0.1.m1.3589.m1,2,1
aten_0.1.m1.3589.m1,1,1
aten_0.1.m1.3589.m1,1,1
aten_0.1.m1.20192.m1,-1,1
aten_0.1.m1.31218.m1,0,1
aten_0.1.m1.31218.m1,0,1
aten_0.1.m1.31218.m1,0,1
aten_0.1.m1.7139.m1,-24,0.024409781
aten_0.1.m1.33186.m1,-5,1
aten_0.1.m1.33186.m1,0,1
aten_0.1.m1.33186.m1,0,1
aten_0.1.m1.26026.m1,0,1
aten_0.1.m1.5592.m1,0,1
aten_0.1.m1.28788.m1,0,1
aten_0.1.m1.27227.m1,17,0.116562482
aten_0.1.m1.27037.m1,4,0.555063148
aten_0.1.m1.30675.m1,14,0.200047928
aten_0.1.m1.27861.m1,-4,1
aten_0.1.m1.27861.m1,-4,1
aten_0.1.m1.384.m1,-14,0.138443349
aten_0.1.m1.384.m1,-14,0.138443349
aten_0.1.m1.34091.m1,0,1
aten_0.1.m1.34087.m1,0,1
aten_0.1.m1.5110.m1,-12,0.046715106
aten_0.1.m1.18514.m1,0,1
aten_0.1.m1.18514.m1,0,1
aten_0.1.m1.5135.m1,0,1
aten_0.1.m1.23995.m1,3,1
aten_0.1.m1.31614.m1,6,0.83694844
aten_0.1.m1.29625.m1,0,1
aten_0.1.m1.8059.m1,0,1
aten_0.1.m1.19328.m1,1,1
aten_0.1.m1.10821.m1,-3,1
aten_0.1.m1.1144.m1,3,1
aten_0.1.m1.1144.m1,3,1
aten_0.1.m1.17432.m1,15,0.267457663
aten_0.1.m1.17432.m1,15,0.267457663
aten_0.1.m1.4524.m1,3,1
aten_0.1.m1.20888.m1,0,1
aten_0.1.m1.21911.m1,-6,1
aten_0.1.m1.1399.m1,-21,0.040694637
aten_0.1.m1.1399.m1,-21,0.040694637
aten_0.1.m1.1399.m1,0,1
aten_0.1.m1.1399.m1,0,1
aten_0.1.m1.6390.m1,0,1
aten_0.1.m1.25967.m1,25,0.001355245
aten_0.1.m1.25967.m1,25,0.001355245
aten_0.1.m1.22632.m1,8,0.831973842
aten_0.1.m1.19823.m1,0,1
aten_0.1.m1.24616.m1,0,1
aten_0.1.m1.11022.m1,-7,1
aten_0.1.m1.12669.m1,0,1
aten_0.1.m1.28960.m1,-28,0.005528963
aten_0.1.m1.28036.m1,0,1
aten_0.1.m1.23994.m1,0,1
aten_0.1.m1.23994.m1,0,1
aten_0.1.m1.6657.m1,-1,1
aten_0.1.m1.6657.m1,-1,1
aten_0.1.m1.28796.m1,0,1
aten_0.1.m1.23049.m1,0,1
aten_0.1.m1.23049.m1,0,1
aten_0.1.m1.30693.m1,0,1
aten_0.1.m1.30693.m1,0,1
aten_0.1.m1.18880.m1,12,0.458998164
aten_0.1.m1.17393.m1,6,1
aten_0.1.m1.32274.m1,22,0.018586668
aten_0.1.m1.8412.m1,12,0.5400878
aten_0.1.m1.24872.m1,0,1
aten_0.1.m1.18454.m1,14,0.170510191
aten_0.1.m1.18454.m1,-36,1.26437542079658e-05
aten_0.1.m1.15654.m1,4,1
aten_0.1.m1.17386.m1,3,1
aten_0.1.m1.32398.m1,-5,1
aten_0.1.m1.32398.m1,10,0.030051604
aten_0.1.m1.18760.m1,7,0.992876843
aten_0.1.m1.18760.m1,7,0.992876843
aten_0.1.m1.18760.m1,0,1
aten_0.1.m1.18760.m1,0,1
aten_0.1.m1.3934.m1,0,1
aten_0.1.m1.13665.m1,-3,1
aten_0.1.m1.13665.m1,-3,1
aten_0.1.m1.28108.m1,11,0.260297624
aten_0.1.m1.28779.m1,2,1
aten_0.1.m1.14222.m1,4,1
aten_0.1.m1.14222.m1,4,1
aten_0.1.m1.10228.m1,0,1
aten_0.1.m1.10228.m1,0,1
aten_0.1.m1.3946.m1,11,0.596555899
aten_0.1.m1.3946.m1,11,0.596555899
aten_0.1.m1.3946.m1,0,1
aten_0.1.m1.3946.m1,0,1
aten_0.1.m1.1402.m1,0,1
aten_0.1.m1.1402.m1,0,1
aten_0.1.m1.23218.m1,0,1
aten_0.1.m1.1326.m1,1,1
aten_0.1.m1.21000.m1,-20,0.005528963
aten_0.1.m1.21011.m1,-20,0.005528963
aten_0.1.m1.21011.m1,-20,0.005528963
aten_0.1.m1.22875.m1,0,1
aten_0.1.m1.6782.m1,1,1
aten_0.1.m1.18520.m1,0,1
aten_0.1.m1.19133.m1,1,1
aten_0.1.m1.21009.m1,0,1
aten_0.1.m1.21009.m1,0,1
aten_0.1.m1.21009.m1,0,1
aten_0.1.m1.27867.m1,-7,1
aten_0.1.m1.21596.m1,0,1
aten_0.1.m1.17280.m1,4,1
aten_0.1.m1.31960.m1,-10,0.745503719
aten_0.1.m1.31960.m1,-10,0.745503719
aten_0.1.m1.31960.m1,24,0.024409781
aten_0.1.m1.31960.m1,24,0.024409781
aten_0.1.m1.30556.m1,-2,1
aten_0.1.m1.25979.m1,5,1
aten_0.1.m1.15843.m1,-23,0.025987655
aten_0.1.m1.9291.m1,0,1
aten_0.1.m1.28038.m1,0,1
aten_0.1.m1.22686.m1,10,0.758267114
aten_0.1.m1.22686.m1,10,0.758267114
aten_0.1.m1.12035.m1,0,1
aten_0.1.m1.14307.m1,0,1
aten_0.1.m1.18964.m1,-4,1
aten_0.1.m1.33267.m1,0,1
aten_0.1.m1.23408.m1,0,1
aten_0.1.m1.23408.m1,0,1
aten_0.1.m1.24639.m1,5,0.993433057
aten_0.1.m1.21530.m1,2,1
aten_0.1.m1.21530.m1,2,1
aten_0.1.m1.24228.m1,-9,0.320835368
aten_0.1.m1.28431.m1,10,0.458998164
aten_0.1.m1.21226.m1,2,1
aten_0.1.m1.21226.m1,3,1
aten_0.1.m1.3878.m1,-18,0.079406978
aten_0.1.m1.3878.m1,-18,0.079406978
aten_0.1.m1.17555.m1,-11,0.319154092
aten_0.1.m1.17555.m1,-11,0.319154092
aten_0.1.m1.27564.m1,0,1
aten_0.1.m1.9789.m1,0,1
aten_0.1.m1.9789.m1,0,1
aten_0.1.m1.24359.m1,-2,1
aten_0.1.m1.24359.m1,9,0.758267114
aten_0.1.m1.5492.m1,9,0.652288775
aten_0.1.m1.5492.m1,-5,1
aten_0.1.m1.31875.m1,6,0.784053738
aten_0.1.m1.626.m1,0,1
aten_0.1.m1.24872.m1,-12,0.365974035
aten_0.1.m1.27694.m1,2,1
aten_0.1.m1.19989.m1,-2,1
aten_0.1.m1.22410.m1,0,1
aten_0.1.m1.22410.m1,0,1
aten_0.1.m1.11225.m1,3,1
aten_0.1.m1.6885.m1,-12,0.175805049
aten_0.1.m1.6885.m1,-12,0.175805049
aten_0.1.m1.2127.m1,-5,1
aten_0.1.m1.9316.m1,-7,1
aten_0.1.m1.32207.m1,0,1
aten_0.1.m1.32207.m1,0,1
aten_0.1.m1.25767.m1,0,1
aten_0.1.m1.23535.m1,0,1
aten_0.1.m1.1010.m1,18,0.116562482
aten_0.1.m1.1010.m1,18,0.116562482
aten_0.1.m1.11813.m1,0,1
aten_0.1.m1.18445.m1,0,1
aten_0.1.m1.11945.m1,0,1
aten_0.1.m1.11945.m1,0,1
aten_0.1.m1.11945.m1,0,1
aten_0.1.m1.11945.m1,0,1
aten_0.1.m1.6765.m1,1,1
aten_0.1.m1.6365.m1,-13,0.441154127
aten_0.1.m1.6365.m1,-13,0.441154127
aten_0.1.m1.13476.m1,7,1
aten_0.1.m1.30277.m1,0,1
aten_0.1.m1.30277.m1,0,1
aten_0.1.m1.33733.m1,-12,0.5400878
aten_0.1.m1.25249.m1,-7,1
aten_0.1.m1.25249.m1,-7,1
aten_0.1.m1.5953.m1,0,1
aten_0.1.m1.14009.m1,0,1
aten_0.1.m1.33281.m1,-19,0.008932174
aten_0.1.m1.33281.m1,-19,0.008932174
aten_0.1.m1.9444.m1,8,0.982867425
aten_0.1.m1.9444.m1,8,0.982867425
aten_0.1.m1.9444.m1,0,1
aten_0.1.m1.9444.m1,0,1
aten_0.1.m1.16897.m1,1,1
aten_0.1.m1.26645.m1,0,1
aten_0.1.m1.21786.m1,7,1
aten_0.1.m1.21786.m1,7,1
aten_0.1.m1.28037.m1,0,1
aten_0.1.m1.14076.m1,-6,0.745503719
aten_0.1.m1.25789.m1,-3,1
aten_0.1.m1.14307.m1,5,1
aten_0.1.m1.14307.m1,0,1
aten_0.1.m1.30064.m1,-2,1
aten_0.1.m1.24428.m1,6,0.83694844
aten_0.1.m1.20205.m1,0,1
aten_0.1.m1.7202.m1,0,1
aten_0.1.m1.9425.m1,6,0.958489725
aten_0.1.m1.14151.m1,-4,1
aten_0.1.m1.14151.m1,-4,1
aten_0.1.m1.8465.m1,2,1
aten_0.1.m1.22817.m1,0,1
aten_0.1.m1.22817.m1,0,1
aten_0.1.m1.25353.m1,2,1
